50 50
0.026217 0.834531 0.280934 0.548161 0.483703 0.688537 0.393526 0.031694 0.353026 0.373673 0.914916 0.212279 0.482506 0.252689 0.902006 0.493561 0.242054 0.781053 0.131570 0.085757 0.322489 0.057610 0.944621 0.340899 0.064494 0.224051 0.534837 0.784344 0.421600 0.730585 0.842799 0.447817 0.565116 0.123733 0.995978 0.048819 0.812270 0.389504 0.080513 0.165296 0.763177 0.995429 0.377575 0.245683 0.248118 0.279581 0.739244 0.490172 0.060635 0.870814 
0.575929 0.383124 0.928423 0.520550 0.724023 0.992917 0.744601 0.258860 0.777261 0.166201 0.989445 0.620060 0.614018 0.554561 0.743793 0.609996 0.603380 0.556062 0.999500 0.683893 0.721358 0.762677 0.679322 0.098933 0.008360 0.927439 0.378515 0.747604 0.417611 0.439150 0.618417 0.993541 0.822274 0.546841 0.514090 0.546296 0.539758 0.258691 0.805156 0.317019 0.424892 0.794601 0.937080 0.038909 0.349162 0.680872 0.648905 0.952542 0.236935 0.648405 
0.636435 0.958293 0.411082 0.315757 0.057227 0.419441 0.243196 0.435741 0.167045 0.660808 0.874891 0.785462 0.654348 0.697164 0.332302 0.168439 0.243461 0.872060 0.427130 0.048617 0.189080 0.852021 0.843218 0.126160 0.890931 0.192380 0.807032 0.539836 0.144922 0.043967 0.188241 0.781357 0.002260 0.599322 0.097114 0.059487 0.018764 0.340310 0.495228 0.185808 0.001118 0.370119 0.971270 0.655466 0.067284 0.303573 0.823905 0.310744 0.175633 0.251035 
0.359361 0.364713 0.103056 0.202579 0.490873 0.993987 0.394959 0.297905 0.533824 0.539881 0.341872 0.722064 0.321237 0.344132 0.321387 0.418351 0.403619 0.340151 0.758661 0.898847 0.525959 0.759780 0.268966 0.497229 0.415246 0.336250 0.800802 0.239151 0.646994 0.976435 0.490186 0.006355 0.341148 0.593243 0.208935 0.832020 0.587230 0.603894 0.129925 0.121053 0.143774 0.471797 0.843118 0.465011 0.815929 0.164505 0.883363 0.219548 0.504656 0.642024 
0.118395 0.030615 0.401804 0.387361 0.527844 0.817050 0.723610 0.328646 0.056201 0.370605 0.305080 0.546387 0.376960 0.646228 0.139630 0.585895 0.478249 0.726860 0.189788 0.608174 0.847913 0.333563 0.079971 0.691031 0.798574 0.895900 0.855536 0.681937 0.115447 0.360192 0.323961 0.233842 0.390806 0.725765 0.621203 0.918650 0.542814 0.344813 0.247295 0.599016 0.715418 0.552376 0.145403 0.092378 0.198604 0.285033 0.678273 0.676853 0.011893 0.868061 
0.285027 0.859806 0.201624 0.364998 0.550837 0.000198 0.260897 0.406373 0.682134 0.376344 0.766564 0.006095 0.610186 0.157370 0.731860 0.231389 0.076020 0.274674 0.576202 0.323315 0.873689 0.291620 0.875691 0.019092 0.383998 0.074295 0.304125 0.062271 0.751148 0.316018 0.930332 0.036174 0.175824 0.131955 0.401172 0.726660 0.132153 0.662069 0.133033 0.814287 0.038414 0.899598 0.820382 0.648600 0.056968 0.552242 0.879989 0.132988 0.826916 0.456191 
0.456304 0.700605 0.747811 0.331995 0.719697 0.131809 0.406290 0.023823 0.194079 0.157438 0.339840 0.124411 0.193612 0.515664 0.256366 0.594784 0.242324 0.388519 0.256853 0.375358 0.202806 0.295267 0.274955 0.023188 0.943866 0.331923 0.575430 0.823855 0.464911 0.402346 0.280046 0.921215 0.102951 0.027857 0.253210 0.822648 0.159665 0.659499 0.846471 0.353744 0.816937 0.186311 0.478155 0.010549 0.701975 0.734521 0.605333 0.944299 0.123040 0.862186 
0.319657 0.325846 0.157452 0.594612 0.349034 0.101319 0.926535 0.924464 0.925174 0.391447 0.326810 0.205220 0.312662 0.429760 0.233077 0.565871 0.252409 0.392742 0.225371 0.098879 0.746486 0.042308 0.285191 0.224641 0.052857 0.987166 0.959162 0.658190 0.931465 0.082202 0.520375 0.251122 0.408048 0.677828 0.845734 0.757083 0.779147 0.772270 0.681547 0.704321 0.163716 0.008357 0.909541 0.476378 0.438117 0.142617 0.042249 0.690526 0.535360 0.267620 
0.789405 0.281846 0.309928 0.074595 0.506487 0.362785 0.061761 0.465650 0.020974 0.993226 0.547852 0.541350 0.244348 0.955900 0.219177 0.090083 0.712983 0.998324 0.862353 0.394530 0.702645 0.026069 0.402887 0.612186 0.502447 0.841004 0.754803 0.544696 0.531529 0.290163 0.812317 0.320934 0.572009 0.122245 0.395530 0.078496 0.485029 0.457291 0.544145 0.506003 0.450517 0.091997 0.047353 0.694865 0.047898 0.266530 0.784948 0.760881 0.264854 0.647301 
0.155411 0.967499 0.673370 0.558297 0.579685 0.175817 0.399301 0.334488 0.720513 0.930830 0.624651 0.532830 0.251765 0.196659 0.655074 0.647294 0.275155 0.140104 0.104585 0.819300 0.646107 0.555102 0.911298 0.693460 0.249967 0.959196 0.959990 0.034916 0.720076 0.224845 0.682217 0.875487 0.192344 0.355586 0.433784 0.772029 0.531403 0.833085 0.106517 0.251916 0.763915 0.731168 0.784746 0.015680 0.927827 0.439821 0.662974 0.202981 0.579924 0.767559 
0.022282 0.226031 0.322661 0.933580 0.919491 0.572629 0.892775 0.879481 0.607544 0.612851 0.104326 0.289761 0.488338 0.296670 0.645347 0.922122 0.068699 0.176751 0.755208 0.175216 0.428667 0.519123 0.906384 0.213413 0.534803 0.834210 0.653234 0.197777 0.037192 0.233158 0.965336 0.059473 0.459189 0.287997 0.993053 0.378680 0.860626 0.885828 0.258162 0.468170 0.498679 0.362488 0.757931 0.987018 0.659158 0.403279 0.909140 0.727857 0.580029 0.664348 
0.903073 0.008696 0.183470 0.809457 0.222109 0.718273 0.643667 0.875343 0.916050 0.680859 0.108501 0.881386 0.740332 0.567690 0.169383 0.733385 0.946370 0.030009 0.619213 0.204532 0.498179 0.117892 0.567020 0.256111 0.104910 0.226178 0.659389 0.014050 0.954035 0.239419 0.678397 0.857108 0.248115 0.861868 0.666565 0.470224 0.580141 0.310232 0.345567 0.496191 0.991090 0.454068 0.377577 0.731422 0.021758 0.546961 0.464807 0.968128 0.576970 0.084020 
0.172660 0.075149 0.201913 0.739680 0.331260 0.306823 0.965857 0.990649 0.320873 0.919892 0.230068 0.999270 0.777000 0.478183 0.861138 0.443564 0.948407 0.441279 0.753796 0.293973 0.937470 0.744887 0.748041 0.315048 0.476309 0.769799 0.862009 0.941116 0.737927 0.438979 0.025137 0.910587 0.514128 0.227050 0.650267 0.845388 0.533872 0.616124 0.836037 0.854745 0.536016 0.066105 0.854015 0.313016 0.544288 0.715153 0.756580 0.492694 0.156432 0.510376 
0.786667 0.093903 0.255263 0.534708 0.408951 0.731572 0.304507 0.270959 0.672688 0.042434 0.709938 0.697825 0.953021 0.224066 0.924875 0.603287 0.069453 0.458747 0.219411 0.905491 0.313492 0.755427 0.971595 0.167507 0.068443 0.515883 0.882660 0.825023 0.008577 0.039093 0.335399 0.795244 0.132996 0.590662 0.329953 0.541947 0.322234 0.634460 0.812906 0.994922 0.676894 0.522844 0.692747 0.629915 0.746909 0.617622 0.233202 0.816363 0.076369 0.452613 
0.721853 0.389861 0.208040 0.693449 0.557368 0.276483 0.209332 0.440028 0.101506 0.217909 0.479121 0.436905 0.013153 0.612117 0.027567 0.343106 0.154063 0.349801 0.977566 0.966969 0.344723 0.654460 0.489813 0.037470 0.284375 0.236722 0.655092 0.517577 0.053085 0.731460 0.970190 0.774938 0.121321 0.178230 0.468387 0.678689 0.454713 0.677719 0.118717 0.556219 0.895628 0.597838 0.993124 0.908781 0.209955 0.020691 0.251888 0.364019 0.370492 0.229454 
0.330988 0.715215 0.883914 0.820801 0.752685 0.168289 0.057523 0.407777 0.685866 0.110608 0.139237 0.656056 0.885547 0.260558 0.834287 0.353934 0.939247 0.289000 0.031653 0.057964 0.845219 0.927281 0.655802 0.838343 0.836062 0.865757 0.859034 0.087950 0.229775 0.229526 0.317404 0.560763 0.944741 0.201318 0.381564 0.697425 0.369607 0.439087 0.105202 0.055473 0.549695 0.244439 0.711530 0.435242 0.504997 0.545816 0.789176 0.444243 0.834816 0.820829 
0.502207 0.680036 0.748110 0.158009 0.518379 0.584173 0.023765 0.377413 0.672123 0.253540 0.606939 0.989527 0.814303 0.551679 0.190844 0.195867 0.249105 0.560451 0.634954 0.354307 0.615925 0.184649 0.598746 0.327454 0.619891 0.103742 0.873271 0.409067 0.547986 0.708087 0.229897 0.050193 0.388123 0.978007 0.208201 0.906501 0.562179 0.231967 0.283914 0.234302 0.485507 0.890853 0.223829 0.299810 0.442532 0.414673 0.495677 0.691636 0.975125 0.130631 
0.045943 0.591049 0.315281 0.644689 0.918504 0.935172 0.748431 0.791774 0.344240 0.296417 0.499861 0.574136 0.346610 0.887984 0.552143 0.554811 0.794485 0.114322 0.786778 0.078399 0.348625 0.272285 0.969252 0.572453 0.572095 0.411784 0.987126 0.067772 0.103420 0.962251 0.198404 0.149363 0.553300 0.513684 0.794052 0.471804 0.448857 0.542483 0.263578 0.793096 0.838901 0.763439 0.367233 0.185510 0.651423 0.919376 0.740322 0.445909 0.033698 0.527100 
0.524308 0.382322 0.799384 0.493560 0.954776 0.371479 0.905344 0.941902 0.439251 0.008764 0.904153 0.637655 0.158127 0.457453 0.151339 0.952180 0.929257 0.600196 0.494663 0.192835 0.393293 0.333564 0.956275 0.760525 0.519074 0.607698 0.679901 0.259396 0.053607 0.713598 0.786495 0.577915 0.095921 0.585880 0.071475 0.050697 0.957359 0.976819 0.992599 0.396610 0.985583 0.896752 0.034265 0.143710 0.354205 0.185605 0.095890 0.283462 0.785801 0.590553 
0.476298 0.179093 0.924117 0.432572 0.939618 0.443191 0.040271 0.619519 0.702587 0.093878 0.333117 0.489082 0.671793 0.429038 0.074962 0.743268 0.479735 0.032321 0.720087 0.472334 0.428931 0.705670 0.369085 0.463196 0.849380 0.723290 0.648801 0.945270 0.006753 0.434602 0.535823 0.483050 0.613695 0.459940 0.915623 0.553313 0.903131 0.955893 0.172832 0.605718 0.049771 0.505949 0.094800 0.721564 0.934988 0.169762 0.464831 0.414723 0.202083 0.184918 
0.887056 0.631014 0.890588 0.256141 0.094210 0.739968 0.979432 0.743011 0.685238 0.986184 0.177613 0.221061 0.469235 0.791308 0.681000 0.384857 0.344621 0.584131 0.340751 0.517453 0.189849 0.390522 0.023402 0.284649 0.112086 0.958390 0.454411 0.576917 0.373113 0.656494 0.761835 0.260169 0.287508 0.652423 0.516311 0.381718 0.392391 0.495742 0.124730 0.077628 0.481927 0.302343 0.298689 0.951161 0.093650 0.979689 0.336019 0.438271 0.563821 0.676770 
0.955724 0.753670 0.067291 0.979127 0.038318 0.179377 0.937517 0.492729 0.756294 0.310630 0.149223 0.518129 0.570799 0.436731 0.170552 0.087110 0.818450 0.562943 0.582852 0.943180 0.640571 0.064779 0.245522 0.939260 0.015940 0.339173 0.918949 0.351959 0.777444 0.482770 0.028729 0.733168 0.236439 0.096020 0.712295 0.274758 0.275397 0.649812 0.767487 0.031691 0.960442 0.916710 0.549821 0.531242 0.353441 0.720373 0.618351 0.171891 0.283315 0.201204 
0.115071 0.923886 0.265983 0.360593 0.863146 0.281923 0.699766 0.782095 0.633882 0.477210 0.264865 0.662611 0.210378 0.501304 0.758631 0.922673 0.776062 0.034029 0.572486 0.543549 0.065720 0.532928 0.460259 0.615541 0.064169 0.813700 0.335913 0.682521 0.985592 0.619229 0.883725 0.100662 0.543115 0.149707 0.461255 0.406260 0.431630 0.161021 0.188355 0.065513 0.638230 0.453220 0.728124 0.848608 0.954524 0.486755 0.771282 0.730586 0.520784 0.343767 
